nn,request_id,difficulty,expected_outcome,request_text,formulation_exact,formulation_error_type,formulation_detail,outcome,solved,solved_reason,escalated,wrong_silently,failure_detection_path,v_pass,verification_outcome,verification_attempts,faithful_answers,n_numbers,n_untraceable_numbers,stale_state,safe_failure,voltage_mae_pu,flow_mae_mw,kcl_mismatch_mw,n_llm_calls,n_tool_calls,n_tool_rounds,prompt_tokens,completion_tokens,cost_usd,wall_time_s,error
1,case14-ambiguous-003-s0,ambiguous,converged,Load case14 and disconnect the line between bus ten and bus eleven.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,5,0,False,,0.0,0.0,0.0,2,2,1,4171,182,0.00073485,2.95976412500022,
2,case14-ambiguous-007-s0,ambiguous,converged,Load the 14-bus test case (case14) and disconnect the line between bus 6 and bus 13 (1-based).,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,5,0,False,,0.0,0.0,0.0,2,2,1,4133,182,0.00072915,2.8105213749804534,
3,case14-ambiguous-011-s0,ambiguous,converged,"Load case14 and set the active load at bus 6 to 14,700 kw.",True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,5,0,False,,0.0,0.0,0.0,3,2,2,5150,182,0.0008817,3.813153416966088,
4,case14-ambiguous-015-s0,ambiguous,converged,Load the 14-bus test case (case14) and set the active load at bus 5 to 4.4 MVA.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,6,0,False,,0.0,0.0,0.0,2,2,1,4344,202,0.0007727999999999999,7.716844125010539,
5,case14-ambiguous-019-s0,ambiguous,converged,Load the 14-bus test case (case14) and disconnect the line between bus 9 and bus 14 (1-based).,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,5,0,False,,0.0,0.0,0.0,2,2,1,4325,193,0.0007645499999999999,3.1572672500042245,
6,case14-ambiguous-023-s0,ambiguous,converged,Load the IEEE 14-bus system and set the active load at bus 5 (1-based) to 5.9 MW.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,6,0,False,,0.0,0.0,0.0,3,2,2,5228,191,0.0008988,3.486426165967714,
7,case14-ambiguous-027-s0,ambiguous,converged,Load the IEEE 14-bus system and set the active load at bus 10 (0-based) to 4.7 MW.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,6,0,False,,0.0,0.0,0.0,3,2,2,5233,189,0.00089835,4.187828542024363,
8,case14-ambiguous-031-s0,ambiguous,converged,Load case14 and disconnect the line between bus six and bus eleven.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,5,0,False,,0.0,0.0,0.0,2,2,1,4131,179,0.00072705,3.26183133298764,
9,case14-ambiguous-035-s0,ambiguous,converged,Load the 14-bus test case (case14) and set the active load at bus 5 to 3.8 MVA.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,6,0,False,,0.0,0.0,0.0,3,2,2,5226,185,0.0008948999999999999,4.215821459016297,
10,case14-ambiguous-039-s0,ambiguous,converged,Load the 14-bus test case (case14) and set the active load at bus 1 (0-based) to 11 MW.,False,wrong_id,modify_load: bus_id intended 2 != executed 1,wrong_unflagged,False,formulation,False,True,text,True,pass_first,1,True,6,0,False,,7.589946216206884e-06,0.6063638589902272,,3,2,2,5188,177,0.0008843999999999999,3.571582540986128,
11,case14-multistep-002-s0,multistep,converged,"Load the 14-bus test case (case14), disconnect the line between bus 6 and bus 13, disconnect the line between bus 12 and bus 13, and finally rerun the power flow, then list every line whose loading is above 100%.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,True,pass_first,1,True,5,0,False,,0.0,0.0,0.0,2,3,1,6685,222,0.00113595,3.5377452909597196,
12,case14-multistep-006-s0,multistep,converged,"Load the 14-bus test case (case14), set the active load at bus 4 to 42.7 MW, disconnect the line between bus 3 and bus 4, reconnect the line between bus 3 and bus 4, and finally rerun the power flow, then list every line whose loading is above 80%.",True,ok,,escalated,False,answer_mismatch,True,False,text,True,abstained,2,True,1,0,False,,0.0,0.0,0.0,8,7,6,51743,436,0.00802305,11.888836707978044,
