nn,request_id,difficulty,expected_outcome,request_text,formulation_exact,formulation_error_type,formulation_detail,outcome,solved,solved_reason,escalated,wrong_silently,failure_detection_path,v_pass,verification_outcome,verification_attempts,faithful_answers,n_numbers,n_untraceable_numbers,stale_state,safe_failure,voltage_mae_pu,flow_mae_mw,kcl_mismatch_mw,n_llm_calls,n_tool_calls,n_tool_rounds,prompt_tokens,completion_tokens,cost_usd,wall_time_s,error
1,case14-ambiguous-003-s0,ambiguous,,Load case14 and disconnect the line between bus ten and bus eleven.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,5,0,False,,0.0,0.0,0.0,2,2,1,4171,183,0.00073545,3.1047611249960028,
2,case14-ambiguous-007-s0,ambiguous,,Load the 14-bus test case (case14) and disconnect the line between bus 6 and bus 13 (1-based).,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,5,0,False,,0.0,0.0,0.0,2,2,1,4133,182,0.00072915,2.9872409160016105,
3,case14-ambiguous-011-s0,ambiguous,,"Load case14 and set the active load at bus 6 to 14,700 kw.",True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,5,0,False,,0.0,0.0,0.0,3,2,2,5150,185,0.0008835,3.693593083997257,
4,case14-ambiguous-015-s0,ambiguous,,Load the 14-bus test case (case14) and set the active load at bus 5 to 4.4 MVA.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,6,0,False,,0.0,0.0,0.0,2,2,1,4344,197,0.0007697999999999998,3.1458224579982925,
5,case14-ambiguous-019-s0,ambiguous,,Load the 14-bus test case (case14) and disconnect the line between bus 9 and bus 14 (1-based).,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,5,0,False,,0.0,0.0,0.0,3,2,2,5174,207,0.0009002999999999999,3.819940832996508,
6,case14-ambiguous-023-s0,ambiguous,,Load the IEEE 14-bus system and set the active load at bus 5 (1-based) to 5.9 MW.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,6,0,False,,0.0,0.0,0.0,2,2,1,4379,200,0.0007768499999999999,4.166952166007832,
7,case14-ambiguous-027-s0,ambiguous,,Load the IEEE 14-bus system and set the active load at bus 10 (0-based) to 4.7 MW.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,6,0,False,,0.0,0.0,0.0,3,2,2,5233,184,0.0008953499999999999,3.9668304170190822,
8,case14-ambiguous-031-s0,ambiguous,,Load case14 and disconnect the line between bus six and bus eleven.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,5,0,False,,0.0,0.0,0.0,2,2,1,4131,185,0.00073065,2.9760919169930276,
9,case14-ambiguous-035-s0,ambiguous,,Load the 14-bus test case (case14) and set the active load at bus 5 to 3.8 MVA.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,6,0,False,,0.0,0.0,0.0,2,2,1,4376,200,0.0007763999999999999,3.3564600000099745,
10,case14-ambiguous-039-s0,ambiguous,,Load the 14-bus test case (case14) and set the active load at bus 1 (0-based) to 11 MW.,False,wrong_id,modify_load: bus_id intended 2 != executed 1,wrong_unflagged,False,formulation,False,True,text,True,,,True,6,0,False,,7.589946216206884e-06,0.6063638589902272,,3,2,2,5188,174,0.0008826,4.034740167000564,
